N,text,created_at,likes_count,username,user_loc
264,"Who's ready for new opportunities in the #NewYear? 📍💭🌟
We are! 👏

#MondayMotivation #FreshStart #2022Goals https://t.co/rIEVrlkTpl",1478063709494861832,2022-01-03 18:00:24+00:00,0,BBB_WesternPA,Western PA | 877-267-5222
265,"Sen. Joe Manchin’s “betrayal”—that’s how furious Democrats have described his rejection of the $2.2 trillion Build Back Better bill in December—might say more about their overall strategy in the face of entrenched Republican opposition.
https://t.co/Z3zNLa02XC",1478063697293713409,2022-01-03 18:00:21+00:00,0,commonwealmag,"New York, NY"
266,"Former college and pro football star Herschel Walker says Americans need to rethink what it means to “Build Back Better."" 
https://t.co/QiD19RRub9",1478063616830189576,2022-01-03 18:00:02+00:00,1,cnsnews,DC Metro Area
267,"Damn, ain't this some cynical writing. Hate to admit but the writer's aim is darn near perfect:

https://t.co/GV64MFxoaI",1478063554188222467,2022-01-03 17:59:47+00:00,0,OweinReese,NYC
268,"They should be voting by Jan 6th on expelling the traitors in congress and THEN vote on voting rights, women's rights, gun control and BBB. https://t.co/7rhTTHhjQX",1478063525390168071,2022-01-03 17:59:40+00:00,2,cscnme,"South Carolina, USA"
269,We talked about reconciliation for this year and it’s just funny how life be life-ing 😩 it gets me every time yo,1478063400680927233,2022-01-03 17:59:10+00:00,0,Badshitpassion,
270,We need voting rights first or BBB won’t matter. https://t.co/fWVxmLpfzT,1478063303976964101,2022-01-03 17:58:47+00:00,0,concerned12020,"Boiling Springs, SC"
271,@gbeltraoNFL Belts no BBB?,1478063299300372487,2022-01-03 17:58:46+00:00,0,DaniloFW,Rio de Janeiro
272,@Sen_JoeManchin   Please no build back better bill .  We cannot afford it.  The national debt is to high already . Please vote no American’s don’t want this .,1478063272050012161,2022-01-03 17:58:39+00:00,0,maryannemahone3,
273,@SenSchumer About F_____G time! Pass BBB while you're at it! Why does it take so damn long for Congress to do anything?,1478063193587163138,2022-01-03 17:58:21+00:00,0,dwsmith1951,"Audubon, PA"
274,@LouisianaGov would appreciate support from @SenBillCassidy and @SenJohnKennedy whose combined medical and legal expertise could go a long way to protecting Louisiana so there is one thing left at the end of the pandemic to build back better. https://t.co/zU6USfk5qn,1478063178407886850,2022-01-03 17:58:17+00:00,0,lovldy_j,
275,Not heard the catchy “Build Back Better” for a while..,1478063171160219652,2022-01-03 17:58:15+00:00,24,keysers09242929,
276,@GayStr8Shooter Build Back Better is definitely working. 🤣🤣🤣,1478063108434411525,2022-01-03 17:58:00+00:00,0,truthfinding47,
277,@BernieSanders BBB is dead. Americans overwhelmingly rejected it and dems hatred and fearmongering. Get over it. Move on.,1478063090222735361,2022-01-03 17:57:56+00:00,0,Bromenism,
278,@GOPChairwoman Joe Biden’s rationale for his own presidency was that he could bring oligarchs and working people together and hammer out a compromise that worked for both. The apparent death of his legislative agenda proves what a laughable fantasy that was. https://t.co/ibY9QY9OxL,1478063068462546944,2022-01-03 17:57:51+00:00,0,ErieLake5,
279,"Peace dialogue should not be about affording second or third life to TPLF! The beneficiary must be the people of Tigray! The aim is peace and reconciliation for the three regions after TPLF is disarmed! Afar, Amhara, and Tigray!#NoMore #UnityForEthiopia #TplfMustGo!",1478063028360949768,2022-01-03 17:57:41+00:00,0,fetenetenkolu19,
280,@SenWarren @POTUS BBB is dead. Americans overwhelmingly rejected it and dems hatred and fearmongering. Get over it. Move on.,1478062986354962435,2022-01-03 17:57:31+00:00,0,Bromenism,
281,"The provisions within the Build Back Better Act will address some of our country’s greatest challenges, which is why it must get across the finish line. My @NewDemCoalition colleagues and I remain committed to finding a path forward on this legislation. 
https://t.co/Wyj3I4uQNI",1478062885653794816,2022-01-03 17:57:07+00:00,0,ScottPetersCA50,"San Diego, CA"
282,"Energy, environment issues to watch in every fiscal 2022 spending bill https://t.co/8fBcf3K40t",1478062860332847104,2022-01-03 17:57:01+00:00,0,ManuelQ,"Washington, DC"
283,"Brand new from @dennaepierre, on how we can learn to draw near to one another as we allow repentance, reconciliation, and unity to become our living testament to our neighbors and the world around us. https://t.co/NdVVGEl0rW https://t.co/6kHziTo9hy",1478062853403906054,2022-01-03 17:56:59+00:00,0,missioalliance,All Around North America
284,"Back in October I wrote an op-ed about the importance of the #BuildBackBetter Act's child care funding and why working families need it now more than ever 

https://t.co/PshlfuW7CI",1478062764992172050,2022-01-03 17:56:38+00:00,0,DonNorcross4NJ,New Jersey
285,BBB my bff,1478062760487534592,2022-01-03 17:56:37+00:00,1,Catghoulsknife,They/He/it
286,Is this what reconciliation looks like @JustinTrudeau @jjhorgan https://t.co/d3d5TNIWEp,1478062726056402947,2022-01-03 17:56:29+00:00,0,geriinbarrie,
287,"@TheBigG84 @Sen_JoeManchin @SenatorSinema 50 dems voted for the ARP &amp; infrastructure- got R support.

We have 48 to vote y on BBB &amp; more saying we should carve out filibuster for voting rights. It's ongoing.

House dems created &amp; passed Cares which Mitch didn't even want.

All these have helped many folks, including me.",1478062708843028485,2022-01-03 17:56:25+00:00,1,ProfTwis,"Quarantine, FL"
288,"What’s in the Build Back Better Act. 
https://t.co/Xc3eFoc78e 02",1478062694246801415,2022-01-03 17:56:22+00:00,1,TomthunkitsMind,In Your Mind Now
289,"@KimaLyagar @codedvirus @omarali50 It’s not a question of who deserves reservations. The point being that a reconciliation effort was made to end the historical animosity even if not a perfect solution. 

Where is the reconciliation effort over Islamist oppression? Most Muslims still live in denial on that one.",1478062669068668928,2022-01-03 17:56:16+00:00,1,joysamcyborg,"Boston, USA "
290,"If you've been the victim of a coronavirus-related scam, please report it on https://t.co/hjg7N2gMZg. Your report can help others to stay alert and avoid similar scams. Via @wsbtv 
https://t.co/9jTAvmNuGf",1478062632309559299,2022-01-03 17:56:07+00:00,1,BBBAtlanta,"Atlanta, Georgia"
291,"Looks like if the expanded Child Tax Credit is going to make it into Build Back Better, it's going to have to be: 
- Permanent
- Much more targeted towards low income families

Note that this is the design @davidshor and I proposed Democrats should adopt back in September. https://t.co/aQrZixemEv",1478062629889400848,2022-01-03 17:56:06+00:00,7,simon_bazelon,"New Haven, CT"
292,Democracy is on the decline — and it’s not clear Biden can reverse the trend - Vox https://t.co/AB3MSH6ISj,1478062601250742286,2022-01-03 17:55:59+00:00,0,KevinMo95499403,UK
293,@JustGinaMMA I haven’t ever been the same after 2 terrible car accidents with 2 concussions and neck surgery. Not too his extent of his actions obviously but if that hit is the reason I wouldn’t be surprised. Now whoever feel free to bash me. 🤷‍♂️✌️,1478062590626521089,2022-01-03 17:55:57+00:00,1,GrandMaster_BBB,"Wisconsin, USA"
294,@UknowIamaGator @Mr_TookiB @BadBoyBeaman thats like me saying do you truely watch anyone he accuses? like actually watch hours not just his altered clips? lmfao cuz all we have see is bbb magic editing on clips but yet we never see gameplay from hack lord? hmmmm cant wait for new altering clips channel!!!!,1478062585916309507,2022-01-03 17:55:56+00:00,1,timbly24,
295,"Manchin returns to Build Back Better negotiations with climate, child care demands https://t.co/i6D6fyjcnc",1478062546519273479,2022-01-03 17:55:46+00:00,0,Strannik_REB45,
296,"@Carolyn4GA7 Didn’t you push for passing the BIF without BBB being passed in the Senate?

That was our only leverage. BBB was dead the day @HouseDemocrats passed the BIF.",1478062508145451008,2022-01-03 17:55:37+00:00,1,Dokule,"Denver, CO"
297,@omarali50 Hate and spite are powerful emotions and hence important drivers of political action. Someone who always chooses reconciliation as default will run away at first sign of trouble.,1478062478772912130,2022-01-03 17:55:30+00:00,0,Timepassindi,
298,@burdick_aaron @crepesandwine @GhostOdins @ClaraTGreen Magical thinking- there was additional help for families in BBB but Manchin thinks parents would use it to buy drugs in WV. Ever wonder why families decide to limit family size?,1478062475430006785,2022-01-03 17:55:29+00:00,1,murrayewv,"White Bear Lake, MN"
299,"@markhurst But they can't afford BBB. That's the government for you. They dot represent us. They represent their donors.
See:
(thread)
https://t.co/7Fn3SkGjh9",1478062473789853700,2022-01-03 17:55:29+00:00,0,intercepts1a,
300,"Next, we tackle poverty and inequity. Yes, it's possible with a living wage and a guaranteed basic income. We fight racism and bigotry, we act on reconciliation, we treat addiction as a health issue rather than a crime, we finally fix the foster care system.",1478062439555993601,2022-01-03 17:55:21+00:00,17,DruhFarrell,Calgary/Moh’kins’tis Treaty 7
301,"@MadLib55X @Shiny_________ @A_DavidLogan @sanitycheck99 @infamousclark Charming. Name-calling is always so persuasive.

Relax. It’s not over yet. We will pass the BBB well before the primaries. The president &amp; his longtime friend Manchin are still negotiating. 

If you want to do something to help, tell AOC &amp; Bernie go back off &amp; leave it to them.",1478062394098212865,2022-01-03 17:55:10+00:00,0,cidonnelly1,"Buffalo, NY"
302,Analysis | Here we go again: Build Back Better is back on the Senate stage - The Washington Post https://t.co/9chnX7mAzx,1478062363702034438,2022-01-03 17:55:03+00:00,0,AliciaKeysshow,
303,@nya_dabrat3 Check your inbox for messages and answers bbb,1478062272782036993,2022-01-03 17:54:41+00:00,0,onlyparmotiom,
304,"@robreiner Rob we need to ask our friends to pray that the Lord cover our President J. Biden with Favor &amp; Grace so# that at least 15 Republicans Vote for the BBB and get it done, pushing aside Sinema &amp; Manshit!
#BuildBackBetter #CNN &amp; MSNBC",1478062248123895813,2022-01-03 17:54:35+00:00,0,BazzuraSays,"New York, NY"
305,"SHEEEESH, this spending bill is big yikes, no cap https://t.co/rjs8Q8QWLi",1478062014073348100,2022-01-03 17:53:39+00:00,1,harveyrosswald,Purgatory
306,"@IAmPoliticsGirl @SenWarren @POTUS Let's use that same logic with, let's say, children. I was responsible, didn't have kids but a child tax credit and affordable child care in BBB is penalizing those of us responsible enough not to have kids, right?",1478061985627582464,2022-01-03 17:53:33+00:00,0,Colonel__Inguss,
307,Ex-NFL star Herschel Walker posts baffling video promoting US Senate run #SmartNews  https://t.co/6MJ9rwnCc1,1478061909077377024,2022-01-03 17:53:14+00:00,0,Posicho,
308,@uMandlakazi We need to have our own Truth and Reconciliation Commision masibuya vele masicedza wonkhe umuntfu atihlole mnaka..kubi nyalo,1478061814453874690,2022-01-03 17:52:52+00:00,0,MaxMveni,"مكة المكرمة, المملكة العربية ا"
309,"So, @SenSchumer  said he would call 4A vote on BBB.. what percentage of that was bullshit...20%..40%...all of it? I say 100% #statusquo #moderate #cowardess  The American people come last...No matter the party. https://t.co/uRs1lBed6i",1478061811782070278,2022-01-03 17:52:51+00:00,0,Petecarma,"NY, Chicago."
310,"@PopulationIC Yep. They are a bullhorn for the growthocracy/developers.
They &amp; our government don't seem to give a damn about cirizen's quality of life (QoL)
How can more people chasing the same finite resources, like land for housing, not lower QoL/person. BBB = Building Back Bullshit",1478061795021664256,2022-01-03 17:52:47+00:00,0,QualtyntQuantty,"Toronto, Ontario"
311,"Even After the #Covid deaths of 600k Americans aged 65 and up, Congress may do nothing to help #older adults.  @forbes #Manchin #BBB #homecare https://t.co/uJdNNEtsa7",1478061770770112512,2022-01-03 17:52:41+00:00,0,janetnovack," Washington, D.C."
312,let's hope the BBB get passed soon enough to be implemented and make a difference in working class lives https://t.co/K7lpQ7znyW,1478061761383198720,2022-01-03 17:52:39+00:00,1,spturgon,Northern California wannabe
313,@Zoptonald412m @FailwEl @demodanny @BadBoyBeaman stans of bbb all have under a 0.7 kd if they think everyone is hacking. i mean their rage hack lord bbb isnt even a 0.7,1478061694005960707,2022-01-03 17:52:23+00:00,1,timbly24,
314,@FantasyLabsNBA and Lakers?,1478061669049901065,2022-01-03 17:52:17+00:00,0,Ignacio__BBB,
315,"💌 air signs 💨 (Gemini, Libra, Aquarius):

reconciliation! Someone from your past is returning to you! But it’s definitely going to take some time for this person to fully make their way back. Cycles may still need to time to close out fully.",1478061642197966861,2022-01-03 17:52:11+00:00,1,thelovefairyy_,
316,Invade Ukraine:  what a great way to take Americans minds off of  1/6 and BBB,1478061490456481796,2022-01-03 17:51:35+00:00,1,gabriauron,"St Petersburg, FL"
317,"@SenSchumer Imo, Manchin &amp; Sinema are playing a game of tag. Manchin destroyed BBB and Sinema will be the one 'this time' to destroy changes to the filibuster to pass voting rights. Both have been bought &amp; paid for by GOP mega donors.",1478061477886144519,2022-01-03 17:51:32+00:00,0,kristirice47,"North Carolina, USA"
318,Manchin: Maybe we can talk about Build Back Better after all – HotAir https://t.co/8qUH54xnVU,1478061458508365834,2022-01-03 17:51:27+00:00,0,Jonijam,"Baltimore, Maryland"
319,"@ColorsTV @BeingSalmanKhan Our favorite Dr. #UmarRiaz ♡

BBB BE FAIR WITH UMAR",1478061448848945158,2022-01-03 17:51:25+00:00,2,SahadKiLaadli,
320,@MurrayCampaign Sen. Patty Murray is either totally dishonest or hasn’t read the Build Back Better Legislation. It is a massive attack on our Constitution Republic telling people it is to help them and improve our lives when in reality it is a massive Socialist Power Grab for more Government.🇺🇸,1478061386458488836,2022-01-03 17:51:10+00:00,0,thesufud,"Washington, USA"
321,"@donal_brenna @gerardwalshe @Politicorak @Alan__Shatter I’m for a truth &amp; reconciliation commission, ala SA post apartheid. Apparently all parties to GFA, except British government, were willing to have one.
Tells its own tale….,",1478061303684120576,2022-01-03 17:50:50+00:00,0,PeigSayers4,Hibernia  
322,@TerminatorLx The focus is on votings rights now. The announcement was made today. BBB after that,1478061280753762305,2022-01-03 17:50:45+00:00,1,QondiNtini,Suburban Lifestyle Dream 
323,"@Sen_JoeManchin We DON’T WANT the Build Back Better Plan! We DON’T WANT voter reform.
We DON’T WANT ILLEGAL's in our country.
I DON’T WANT MY TAX Dollars going to ILLEGALS. We DON’T WANT KILLER DRUGS . NO GREEN DEAL PLAN.
My USA is now a 3rd World Country!
HANG IN THERE JOE",1478061253692112910,2022-01-03 17:50:38+00:00,0,DaleNenadal,
324,"https://t.co/FljSfyOiE3
He is not a politician or public speaker. He is a lying arrogant professional football player. He has no idea how or what to do as a powerful Senator.",1478061216341938179,2022-01-03 17:50:29+00:00,0,Walt86893527,"Lawton, OK"
325,"”protecting the electoral process against future manipulation should be the Democrats’ highest priority, higher than Build Back Better or any other part of their social agenda” https://t.co/Gabtm91R3q",1478061159555256325,2022-01-03 17:50:16+00:00,0,MKallavuo,"Helsinki, Suomi"
326,@itxxmello @Uaiiuri @eu_monni @pridegonzalez Imagina ter header do bbb   https://t.co/iHFyBYAOP1,1478061151514730504,2022-01-03 17:50:14+00:00,0,shuratonews,
327,"@RepJayapal Build Back Better, Build Back Better, Build Back Better, Build Back Better..... NO. We've decided a #GeneralStrike is more effective. https://t.co/DevBjO4lO5",1478061078164557826,2022-01-03 17:49:56+00:00,0,NoOne53893885,
328,@lisamurkowski Maybe you should vote for BBB. Might help your constituents out for a change. And think about the children Lisa,1478061020841005056,2022-01-03 17:49:43+00:00,1,TJUndertaker,Wake Me When This Is Over  
329,Manchin open to Build Back Better if child tax credits are cut: Report https://t.co/Y5djttO47U via https://t.co/Tazbtribg5,1478060933700362243,2022-01-03 17:49:22+00:00,1,LindaMi14118735,
330,@MarshaBlackburn When you vote for the BBB bill.,1478060868684468229,2022-01-03 17:49:06+00:00,0,nowpaige,
331,@AlexandriaV2005 18+ register to vote and help 4 others...protect democracy lobby senators to pass BBB and fund the Green Revolution...,1478060838573559814,2022-01-03 17:48:59+00:00,0,metispolitics,"Northwest Territories, Canada"
332,"Hey @POTUS  is this part of the Build Back Better plan? Can you please make sense of this? Sweden to Appleton, WI 3,997 miles. Oregon 2,035 miles. British Columbia,2,102 miles. Almost looks like, close to double the miles. https://t.co/wbNZ90PXmw",1478060787075792897,2022-01-03 17:48:47+00:00,0,wiscow2,Not your house. 
333,Here is Adam McKay actively ENCOURAGING Build Back Better as Dem’s proposed it. https://t.co/25RXsJD47R,1478060770210500612,2022-01-03 17:48:43+00:00,0,baconwithmeggs,
334,@Cindy63306167 @Yahoo They should tell Manchin he's stalled enough - put BBB to a vote before he makes it $100 billion over 10 years.,1478060735682985985,2022-01-03 17:48:35+00:00,0,BriereBear,"Richland, NJ, USA"
335,"@DavidFid7 Take your compliant to ComReg pal,  they'll take the case to VF on your behalf.",1478060728670117890,2022-01-03 17:48:33+00:00,0,leee_bbb,On an Island
336,"#Dems#Midterms "" Dems have been ineffective in selling their accomplishments, which include the soaring economy,  &amp; a historic infrastructure bill, partly because their achievements have been overshadowed by the protracted struggle over BBB"" @PostOpinions",1478060619634987014,2022-01-03 17:48:07+00:00,0,susanjfeingold,"Hawthorne, NJ, USA, Terra"
337,"Open SmartNews and read ""We can’t afford to let Build Back Better fail"" here: https://t.co/Qvfz8fAEIP 
To read it on the web, tap here: https://t.co/k8z6TJluRa",1478060618762629135,2022-01-03 17:48:07+00:00,0,Arturo_Arian,
338,"The House version of President Biden’s Build Back Better plan included provisions aimed at improving both long-term care and healthcare for older adults, but the legislation as a whole is facing resistance in congress https://t.co/wk4Py6yEmN",1478060610999005185,2022-01-03 17:48:05+00:00,12,Forbes,"New York, NY"
339,"@brahmresnik @CraigHarrisUSAT * yet ""jobs"" are worthy of tax breaks and public supports

when under a GOP Administration

other wise this can be ""social engineering"" or welfare

see BBB and @SenatorSinema 's concerns",1478060599774875648,2022-01-03 17:48:02+00:00,0,mkguitar,
340,"@KweenJosie I really wish @POTUS, @SpeakerPelosi, and @SenSchumer would stop trying to hide this nonsense in a massive spending bill and try to squeeze money out of the middle class they claim to be working for. 
Inflation is already blasting holes in peoples' income as it is.",1478060537195937802,2022-01-03 17:47:47+00:00,2,realNickWake,"Michigan, USA"
341,I’m always gonna root against bbb fuck that gross cunt bro,1478060474042249219,2022-01-03 17:47:32+00:00,1,Jufriol1,"Geelong, Victoria"
342,"Peace dialogue should not be about affording second or third life to TPLF! The beneficiary must be the people of Tigray! The aim is peace and reconciliation for the three regions after TPLF is disarmed! Afar, Amhara, and Tigray!#NoMore #UnityForEthiopia #TplfMustGo!",1478060461404872709,2022-01-03 17:47:29+00:00,0,VeJfJb3eli7RlWg,
343,Electoral realities may trump ‘Build Back Better’ cost concerns https://t.co/sMYZ0xsqHJ,1478060458422816771,2022-01-03 17:47:28+00:00,0,redot2005,"Madelia, Minnesota"
344,#BorisBrokeBritain #BBB Homeless people being told to sleep on street if they want housing help under ambiguous government rules | The Independent https://t.co/UEWLZmLH8Z,1478060428571955204,2022-01-03 17:47:21+00:00,0,nooyorkshire,
345,"Manchin returns to Build Back Better negotiations with climate, child care demands https://t.co/WMUcukGASA",1478060388939927559,2022-01-03 17:47:12+00:00,0,redot2005,"Madelia, Minnesota"
346,@SenatorRomney BBB does tax the RICH to pay for programs. We working folks aren’t tax,1478060381339672581,2022-01-03 17:47:10+00:00,0,mamogem,
347,@derekmballard Biden didn’t fight back and just acted like it cause he wants what Manchin wants. He could’ve executive order the build back better shit with all of the original benefits. If Trump could do it Biden could’ve. I’m tired of our two republican parties.,1478060379666276353,2022-01-03 17:47:10+00:00,1,NESAAnimation,
348,"He literally says nothing

""Build back better, the problem with something written, like law of the land stating all men to be treated equal. Oh we have the constitution, so you probably wont put people in charge whose gonna fight for the constitution just thinking. God Bless you"" https://t.co/QlB1qPcnbD",1478060371826991105,2022-01-03 17:47:08+00:00,1,MamaFrenchiest,Everywhere and Nowhere
349,"@seanhannity We DON’T WANT the build back better. We DON’T WANT voter reform.
We DON’T WANT ILLEGAL's in our country.
I DON’T WANT MY TAX Dollars going to ILLEGALS. We DON’T WANT “GOTTAWAY” ILLEGALS. NO GREEN DEAL PLAN.
You've made ""my"" USA A 3rd World Country!
ALL POLLS TANK",1478060320606273538,2022-01-03 17:46:56+00:00,0,DaleNenadal,
350,@NiallBermingham I'd say there is good odds for that,1478060299089555463,2022-01-03 17:46:50+00:00,0,leee_bbb,On an Island
351,"@TuckerCarlson We DON’T WANT the build back better. We DON’T WANT voter reform.
We DON’T WANT ILLEGAL's in our country.
I DON’T WANT MY TAX Dollars going to ILLEGALS. We DON’T WANT “GOTTAWAY” ILLEGALS. NO GREEN DEAL PLAN.
You've made ""my"" USA A 3rd World Country!
ALL POLLS TANK",1478060272254427139,2022-01-03 17:46:44+00:00,0,DaleNenadal,
352,"@marklevinshow We DON’T WANT the build back better. We DON’T WANT voter reform.
We DON’T WANT ILLEGAL's in our country.
I DON’T WANT MY TAX Dollars going to ILLEGALS. We DON’T WANT “GOTTAWAY” ILLEGALS. NO GREEN DEAL PLAN.
You've made ""my"" USA A 3rd World Country!
ALL POLLS TANK",1478060224548421647,2022-01-03 17:46:33+00:00,0,DaleNenadal,
353,"@LostInTheMovies What gets me is spinning it that AOC voted against Biden/Harris recovery. 

When you think (or try to convince yourself) the BIP is Biden’s agenda more than the BBB Reconstruction Bill.",1478060198254325766,2022-01-03 17:46:26+00:00,0,WildBillWellman,"Hollywood, CA"
354,"Dems have not moved 'too far left'. Why come back to spread a false narrative, Chris?

Over 60% of the US wants a min wage increase, strong union protections &amp; jobs, healthcare, higher wages, increased taxes on rich, child tax credits... they're all very popular. Folks want BBB. https://t.co/HJAL8HNIMV",1478060163399569409,2022-01-03 17:46:18+00:00,0,ProfTwis,"Quarantine, FL"
355,@Sen_JoeManchin resuming negotiations? Now we all get 2 look in your soul. Will u fold on BBB bill 2 save your wife’s 8randon Appalachian Board post? 2 links) @JKash000 @SallyTiger @Sassychickie @AnafitAF @jmbenson1491 https://t.co/jX58rBLoPa              https://t.co/qRF1tIwxoq,1478060144441405444,2022-01-03 17:46:14+00:00,0,bronxtale0423,
356,@rifi_s Or like Casey Anthony being a great babysitter or The Mail In Ballots Valid or Build Back Better is Free Or Covid is more then a flu I can keep going,1478060121481646087,2022-01-03 17:46:08+00:00,0,shoregirl72,
357,@CarolAn45195283 @CBSNews I’ve had Covid 2020. Had all vaccines. Brother n law all vaccines. He has Covid now. How about Brandon keeping his damn promise with a WARP SPEED antiviral and an abundance of monoclonal antibodies rather than all attention on his silly assed BBB that cannot pass as is?,1478060074287443971,2022-01-03 17:45:57+00:00,0,George_WatsonGA,"Georgia, USA"
358,"Btrswet @Btrswet

Is Manchin paying his fair share? Is this the real reason Manchin is against the BBB bill?",1478060069128491010,2022-01-03 17:45:56+00:00,0,rcrockett,"Ocean City, Maryland"
359,"@Sen_JoeManchin So proud of you! Giving out all these freebies to sit at home isn’t the way of life for West Virginians! We are proud to work hard, hunt, fish and garden! Let lazy people move out and give #WV it’s freedoms! God bless you for not passing BBB plan!! 🙏🙏🙏",1478060038052851722,2022-01-03 17:45:48+00:00,1,Janett745,
360,@nya_dabrat3 Check your inbox for messages and answers please bbb,1478060013595684866,2022-01-03 17:45:42+00:00,0,onlyparmotiom,
361,"@newsmax We DON’T WANT the build back better. We DON’T WANT voter reform.
We DON’T WANT ILLEGAL's in our country.
I DON’T WANT MY TAX Dollars going to ILLEGALS. We DON’T WANT “GOTTAWAY” ILLEGALS. NO GREEN DEAL PLAN.
You've made ""my"" USA A 3rd World Country!
ALL POLLS TANK",1478060000908091394,2022-01-03 17:45:39+00:00,0,DaleNenadal,
362,"I get that everyone's pissed at Biden and Manchin for the impasse on BBB, and [gestures broadly] all of this, but why isn't there more concentrated outrage that not even 10 GOP senators care enough about their constituents to vote for basic things like paid family leave?",1478059979588476936,2022-01-03 17:45:34+00:00,6,philgoldstein,"Alexandria, VA"
363,.@maritstiles notes the $500 million cut to the education budget. How does this help us build back better?,1478059946839314435,2022-01-03 17:45:27+00:00,17,normsworld,Toronto
364,"@OANN We DON’T WANT the build back better. We DON’T WANT voter reform.
We DON’T WANT ILLEGAL's in our country.
I DON’T WANT MY TAX Dollars going to ILLEGALS. We DON’T WANT “GOTTAWAY” ILLEGALS. NO GREEN DEAL PLAN.
You've made ""my"" USA A 3rd World Country!
ALL POLLS TANK",1478059918343258118,2022-01-03 17:45:20+00:00,0,DaleNenadal,
365,"Reminder: Tomorrow is Tuesday, this is when all democrats (ALL) have a luncheon together. Make sure you call your representatives early in the morning and demand voting rights and the build back better bills be passed. #TogetherWeCanMakeADifference #Unite https://t.co/ITQ65kT1c7",1478059908180242432,2022-01-03 17:45:17+00:00,2,Shaeslife,
366,"G&amp;M is handmaiden for growth-promoters.
""Immigration will help Canada build back better."" BBB for whom? Is Canada not built enough? There will never be enough growth for Century Initiative and Business Council. GoC policies should be for working Canadians. https://t.co/ymaOQ6YCOq",1478059896776101892,2022-01-03 17:45:15+00:00,1,PopulationIC,"Ottawa, Canada"
367,"@Jim_Jordan Wrong. We want voting rights, accountability for 1/6, Build Back Better, and saving democracy from those Trump Republicans who want permanent power.",1478059891487133701,2022-01-03 17:45:13+00:00,0,kimcook67,
368,"Sammy lee no bbb, hummmmmmm",1478059889335414786,2022-01-03 17:45:13+00:00,0,Daniele21718559,"Manaus, Brasil"
369,"@NiallOfficial you’re never late, others are just way too early!!! happy new year bbb💋❤️",1478059878157590530,2022-01-03 17:45:10+00:00,0,flickeredd,
370,"@NBCNews We DON’T WANT the build back better. We DON’T WANT voter reform.
We DON’T WANT ILLEGAL's in our country.
I DON’T WANT MY TAX Dollars going to ILLEGALS. We DON’T WANT “GOTTAWAY” ILLEGALS. NO GREEN DEAL PLAN.
You've made ""my"" USA A 3rd World Country!
ALL POLLS TANK",1478059865805312000,2022-01-03 17:45:07+00:00,0,DaleNenadal,
371,Interested in doing business with us?  Check us out. We are proud of our A+ rating on the Better Business Bureau (BBB).   https://t.co/e6Z7MwaUQM #business #businessowner #businessleaders #businessowners  #entrepreneurs #CEO #Manager #MondayMotivaton.   #AD,1478059851888705538,2022-01-03 17:45:04+00:00,0,AbcoSpecialties,"Houston, Texas area"
372,"@stefanostsitsis @steftsitsipas me too! i’m glad for diego, he’s had a really tough go of it last season and is a great sportsman. and for stef, this is still great progress! being able to throw himself back into the highest levels of competition and stay in it, learning how to best heal and build back better!",1478059835811930114,2022-01-03 17:45:00+00:00,0,maryyqcontrary,she/her 
373,"@CBSNews We DON’T WANT the build back better. We DON’T WANT voter reform.
We DON’T WANT ILLEGAL's in our country.
I DON’T WANT MY TAX Dollars going to ILLEGALS. We DON’T WANT “GOTTAWAY” ILLEGALS. NO GREEN DEAL PLAN.
You've made ""my"" USA A 3rd World Country!
ALL POLLS TANK",1478059816014733316,2022-01-03 17:44:55+00:00,0,DaleNenadal,
374,"@QondiNtini Machin’s BBB flipflops are keeping the focus off voting rights, which is more important than anything right now. I think all negotiations on BBB should stop until after voting rights laws are passed. BBB isn’t going to help Dems win elections and save democracy w/o voting rights.",1478059793214582788,2022-01-03 17:44:50+00:00,2,TerminatorLx,"Atlanta, Georgia, USA"
375,We need to pay for view this stuff to help pay for BBB https://t.co/pllpl3CbR9,1478059786075705345,2022-01-03 17:44:48+00:00,0,malrkey,"Washington, USA"
376,"@CNN We DON’T WANT the build back better. We DON’T WANT voter reform.
We DON’T WANT ILLEGAL's in our country.
I DON’T WANT MY TAX Dollars going to ILLEGALS. We DON’T WANT “GOTTAWAY” ILLEGALS. NO GREEN DEAL PLAN.
You've made ""my"" USA A 3rd World Country!
ALL POLLS TANK",1478059768254193666,2022-01-03 17:44:44+00:00,0,DaleNenadal,
377,"@omarali50 Ambedkar and Savarkar neither of them are still around to make things right. 

Historical upper caste oppression was somewhat compensated with Reservation for SC,ST &amp; OBC. 

What’s is the reconciliation process for historical Islamist oppression?

Answer: There isn’t any.",1478059757558812681,2022-01-03 17:44:41+00:00,2,joysamcyborg,"Boston, USA "
378,"They aren't even waiting to pass the drug price controls in BBB before the expected move to pushing econoywide price controls.  This author, aptly, has a degree in fiction writing. No joke.
https://t.co/VISYRougwZ",1478059744598405120,2022-01-03 17:44:38+00:00,26,kerpen,DC
379,"@ABC We DON’T WANT the build back better. We DON’T WANT voter reform.
We DON’T WANT ILLEGAL's in our country.
I DON’T WANT MY TAX Dollars going to ILLEGALS. We DON’T WANT “GOTTAWAY” ILLEGALS. NO GREEN DEAL PLAN.
You've made ""my"" USA A 3rd World Country!
ALL POLLS TANK",1478059724465750019,2022-01-03 17:44:33+00:00,0,DaleNenadal,
