N,text,created_at,likes_count,username,user_loc
2527,"@rhmcelhannon @RoseAmeli1 @MildredOQuin1 @jamielcantu @NathanSollis1 @JIMSTEPHENS12 @Jennifer_4909 @johns20014 @savebygrace71 @ms_bubble @beyaself1 @MimiLovesJesus5 @EllahieCooking @RosePagaduan2 @Rosario58324309 @810100jn @PotatoFarmUSA @BittrSweetie @brifd @SinnerSalvation @learn2discern1 @DanielsWeek1 @emmanuelobi476 @Princejacob7777 @DonataLueck @MarilynHarden14 @elliesangelwing @BeachcatTt @RuthAnn01909184 @GerritKoiter @91Psalms123 @EliCann1 @MrsLJesusFreak @CompleteInJesus @GreatestLove333 @MarilynHarden13 @ChrisMuchwanka @alanemwaters @joanne12349 @Ccangelsing @henry_lee_lucas @racheljill66 @rickwross @RitaMcDougald6 @work behold, all things are become new.

18 And all things are of God, who hath reconciled us to himself by Jesus Christ, and hath given to us the ministry of reconciliation;",1462722770555613184,2021-11-22 10:00:59+00:00,2,Aidan52420511,Earth
2528,@greg_rerick hey himazin come to discord,1462722733775601671,2021-11-22 10:00:50+00:00,0,Mei_BBB_,"公安9課""攻殻機動隊""タチコマ整備担当"
2529,The republicans now attach themselves to the Build Back Better-they voted against us.  Those GOP folks are like a leech. https://t.co/GWfQLqZ6HS,1462722719422767105,2021-11-22 10:00:47+00:00,0,cjedgin,"Saginaw, MI"
2530,"Sharing this again because this will be HUGE! The BigByteBlock #AIRDROP IS COMING. 100 BBB Coins if you register before Nov. 30. 
These coins are on the Waves Exchange, so sign up today - https://t.co/Au32bdEJLp https://t.co/VW2PKmMx0G",1462722646244798465,2021-11-22 10:00:29+00:00,0,bitethfinder,
2531,"Chichester City Band @ChichesterBand would like Horn,  Trombone,  BBb Bass players https://t.co/gmMdTHUp30",1462722557120065539,2021-11-22 10:00:08+00:00,0,echairs,
2532,"Is Zimbabwe a united country? How can we resolve the pain of the past to create a common vision? Is #Vision2030 worth the effort that reconciliation requires? Join us for our last dialogue the 1st of Dec: Register here: https://t.co/c8xzHkTn4c 
@APRMorg @SAIIA_info @UNDPZimbabwe https://t.co/xC1YaJYESV",1462722525281013762,2021-11-22 10:00:00+00:00,0,sivioinstitute,"Harare, Zimbabwe"
2533,"@RelentlessYapp @hshaban This is misleading at best. As of Election Day, BIF had not passed, BBB was at a stalemate, and Covid relief had expired.",1462722497825099780,2021-11-22 09:59:54+00:00,0,NickMigs,Las Vegas
2534,Former IS fighters say they paid way out of Kurdish jail in ‘reconciliation’ scheme | Islamic State | The Guardian https://t.co/dxDrZaFlDr,1462722497531502603,2021-11-22 09:59:54+00:00,2,Mustafa_habesh,"İstanbul, Türkiye"
2535,"@EllaWWOfficial Ralphella for Fans Club of the year

RalphElla for Favorite Newbie 2021

#RAWRAwards2021 #RAWRRalphElla

..bbb",1462722297815465989,2021-11-22 09:59:06+00:00,0,ralphella_21,
2536,"The Kamikaze Democrats 

Pelosi and Biden march swing-district House Democrats to the end of their careers with the passage of the tax and spending bill. https://t.co/q5qPWFi1uN",1462721996668735492,2021-11-22 09:57:54+00:00,0,telecomsreg,"Key West, FL, Antarctia "
2537,The success of BBB and social safety bill. Get people working and making good money. https://t.co/avtVVNEnlH,1462721750869811204,2021-11-22 09:56:56+00:00,0,JaraWilliams3,"Sacramento, Ca"
2538,"Tax credits jump to $1,500 for e-bikes, $7,500 for electric motorcycles in Build Back Better Act https://t.co/8Y0thVMxvr",1462721630497656833,2021-11-22 09:56:27+00:00,0,oluokusanya,"Houston, Texas"
2539,"Be in the know.
#FastForward reconciliation and analytics with an integrated dashboard.

#Plural #console #Analytics https://t.co/bdoyMMgFCW",1462721590395760649,2021-11-22 09:56:17+00:00,2,plural_online,Noida
2540,@channyy_eolie @jolinaalmario_ @TheFluffleShop Congratulations bbb,1462721435458101250,2021-11-22 09:55:40+00:00,1,dyoluvsme,bahay
2541,"And it was BBB, and HopNDudes mistakes, and hacker ItsHapa and the rage hackers who soured any and all credibility of the hacker hunter scene. Right now there seems to be one German kid who even seems remotely interested in the game or knowing what he’s talking about.",1462721364389892105,2021-11-22 09:55:23+00:00,0,TunafishSndwch,
2542,@POTUS what if build back better resulted in insulin shortage?,1462721358773764097,2021-11-22 09:55:22+00:00,0,crapPolitics19,
2543,"It appears that Biden’s statement saying his build-back plan was fully costed seems to be a premature statement as many analysts are saying there could be $300B to $400B fiscal gaps. https://t.co/LaY0A9mHfs 
@EmilyCompagno @TuckerCarlson @Varneyco @GOPLeader",1462721326943199235,2021-11-22 09:55:15+00:00,0,paulyoungcpa,"Ontario, Canada"
2544,"#FitchRatings has affirmed ratings for various public sector banks including #BankofBaroda (BoB), #StateBankofIndia (SBI) and Punjab National Bank (PNB) at 'BBB-' with the outlook being negative. https://t.co/fmyNjiPpog",1462721314381189124,2021-11-22 09:55:12+00:00,3,livemint,India
2545,@GlobalBritain21 @GrahamJ18821678 @guardian Build back better...  than what?  The last eleven years?  😏,1462720708430241796,2021-11-22 09:52:47+00:00,2,winston1975,UK (for as long as it lasts)
2546,Fate of Biden's spending bill now with U.S. Senate https://t.co/fZLbecCZ7d,1462720627425562629,2021-11-22 09:52:28+00:00,0,royuzue,
2547,Funding for DEMOCRATIC social spending bill is only for the first year.They expect the STATES to continue free childcare &amp; universal Pre K each year afterward year 1 is completed.States are not funded to continue these programs on their own.That is why price of program changes,1462720580566896640,2021-11-22 09:52:17+00:00,0,MarilynGoldst14,"Maryland, USA"
2548,Flan_Water BBB,1462720441018372097,2021-11-22 09:51:43+00:00,0,Ku_uba,
2549,"The CBO said in its Nov. 18 report that the House bill, not including revenue from the IRS enforcement provision, would cost $1.7 trillion in spending and bring in $1.3 trillion in revenue over 10 years, adding a net $367 billion t…https://t.co/pNXaleHVUm https://t.co/YeUjqnAoIY",1462720283689639939,2021-11-22 09:51:06+00:00,0,paulyoungcpa,"Ontario, Canada"
2550,"@melpetersx @lankanbyblood @nuzlyMN @lankanbyblood @nuzlyMN time to plan ""Singles"" night at BBB soon and help a brother out 🤓 #yallahabibi",1462720200948600836,2021-11-22 09:50:46+00:00,6,mdharmadasa,"Colombo, Sri-Lanka"
2551,AOC: if social-spending bill doesn't pass trust broken among Democrats - Business Insider https://t.co/83dAdBwx9E,1462720066051457029,2021-11-22 09:50:14+00:00,0,akbarth3great,Cloud ☁️
2552,AOC: if social-spending bill doesn't pass trust broken among Democrats - Business Insider: * AOC: if social-spending bill doesn't pass trust broken among Democrats  Business Insider *… https://t.co/MiVbl8Vlfz -Follow me more news #نیب_نیازی_گٹھ_جوڑ #FB__G #PakistanDemandsCrypto,1462720065866928131,2021-11-22 09:50:14+00:00,0,_qbhatti,"Lahore, Pakistan"
2553,AOC: if social-spending bill doesn't pass trust broken among Democrats - Business Insider https://t.co/PCtwjGyVYn,1462720054546419716,2021-11-22 09:50:11+00:00,0,TheRadioTFI,"Queens, NY - Worldwide"
2554,W for former VP Pence. BBB is bad for America. https://t.co/Ef2tTxBGNZ,1462719972728311809,2021-11-22 09:49:52+00:00,1,velociraptor_ro,jungles of pangaea
2555,"@Sen_JoeManchin Sir, please consider the ramifications of this bill. People are hurting already.  https://t.co/oodwk8c40m",1462719863282184193,2021-11-22 09:49:26+00:00,0,Lauren38886064,
2556,Reconciliation as a Massive Failure https://t.co/raTaVs6sj3,1462719708491399169,2021-11-22 09:48:49+00:00,0,Cheryl_Wildlife,
2557,"Kevin McCarthy Tries to Refocus Fractious GOP on Winning Back House 

Republican House Minority Leader Kevin McCarthy is the front-runner to be next House speaker if the GOP regains the majority https://t.co/RFMkrmtdSt",1462719665541722113,2021-11-22 09:48:38+00:00,0,telecomsreg,"Key West, FL, Antarctia "
2558,"RAH issues Terminal Aerodrome Forecast (TAF) at Nov 22, 09:48 UTC for FAY https://t.co/TzGWDKqcyL https://t.co/K6w9GwkS67",1462719641780842501,2021-11-22 09:48:33+00:00,0,iembot_rah,"Raleigh, NC"
2559,"Biden Administration Aims to Close Gaps Among Lawmakers for Reconciliation Bill 

The “Build Back Better” bill is at the center of President Biden’s agenda, but issues such as state and local taxes (SALT—a tax brek for the rich) divide Democratic senators https://t.co/a45j6d0R37",1462719542216601610,2021-11-22 09:48:09+00:00,1,telecomsreg,"Key West, FL, Antarctia "
2560,"This is being presented as though this is some terrible corruption racket, but the reality is the SDF has democratically rejected the death penalty, and has been totally abandoned internationally in setting up appropriate courts system.

https://t.co/CfugX7JaTH",1462719477871689731,2021-11-22 09:47:54+00:00,4,ethicalprude,
2561,Reception enjoying the bbb sound https://t.co/UAjHtjvl5B,1462719380710694912,2021-11-22 09:47:31+00:00,2,EuxtonStMarys,
2562,"DJ Trump brings~ [Guess who's back Back again] Trump Tells an imaginary friend ""Guess who's back"".
Mr.T #BBB this monster drop to conquer all- 'Cause nobody wants to C Biden no mo, They want Trump' 
#TXlege #Legal #Poll #Trump #POTUS #Government
#I https://t.co/YQcWZ3tWth #ITZY",1462719354378895364,2021-11-22 09:47:24+00:00,0,morrowmoreno,The Hole of Justness ⚖️
2563,Giveaway to the rich is one of the biggest pieces of Build Back Better https://t.co/x2Jfltk9Mr,1462719181992960003,2021-11-22 09:46:43+00:00,0,WardOffMonkey,Beyond the sacred river Alph
2564,@PramilaJayapal HEY… DON’T FORGET TO MENTION THE MASSIVE TAX CUTS FOR RICH … IN THE BBB ACT… YOU KEEP FAILING TO TWEET ABOUT THIS IMPORTANT FEATURE … WHERE THE RICH MAKE OUT LIKE BANDITS … AGAIN!! … WHEN CAN WE TALK ABOUT HEALTHCARE?  OR THE $15 MIN WAGE …WHAT’S THAT? ..NOT A GOOD TIME? https://t.co/dTKILr2CrS,1462719177681092613,2021-11-22 09:46:42+00:00,4,LeftistDisco,New York
2565,"House passes Biden's Build Back Better bill with $12,500 EV tax credit https://t.co/8r3znZtran",1462719063407353861,2021-11-22 09:46:15+00:00,5,roadshow,
2566,@MarcMillerVM Do we know for a fact that the rcmp asked for credentials before arresting? Im a bit surprised neither had their credentials had the rcmp asked for their papieren. Perhaps they were just so excited to use their new reconciliation rifles… #Wetsuweten,1462719051168374784,2021-11-22 09:46:12+00:00,0,pedromiguel13,Montreal
2567,Former IS fighters say they paid way out of Kurdish jail in ‘reconciliation’ scheme https://t.co/c8POsQzL6M,1462718908113248258,2021-11-22 09:45:38+00:00,2,MaherBarotchi,
2568,"President Joe Biden 
""Millions of folks across the country have diabetes, sometimes paying around $1,000 a month for insulin. It’s outrageous.
With my Build Back Better Act, we’re going to ensure no one will pay more than $35 a month for their insulin."" 

#morningJoe #diabetes https://t.co/qb3YROncBD",1462718871941615618,2021-11-22 09:45:29+00:00,9,AmyTidd,Florida
2569,"Rittenhouse Acquitted, Build Back Better Passes House; Arbery Murder Plea rejected, NY Communal Meal https://t.co/fzxt1KnsX9",1462718787908616195,2021-11-22 09:45:09+00:00,12,rolandsmartin,"Washington, D.C."
2570,@ramrod_rj @HBabcock10 @FredHamptonLeft @LoganGrendel @1ChairmanFredJr Theyre not coming to a Court. Theyre not giving up the reconciliation reports or making it public how much money theyve raised. THEY DONT HAVE JOBS. TF. Theyre not GARNISHABLE. Best outcome is the injunction freezing all the platforms. They wont come to the 1st hearing. Get it?,1462718731927404546,2021-11-22 09:44:56+00:00,0,Giancar89157302,"Leading Tickles, Newfoundland "
2571,@koojinjinjara @BangWinKon yayyy congrats bbb!!,1462718731214225408,2021-11-22 09:44:56+00:00,0,kimjiwonl__,kim jiwon ♡
2572,"@13kmalone @mdnij34 Pelosi rewriting senate passed bill and making them linger for months is doing that for the Republicans. Both infrastructure bills would have passed in the mid summer if she hadn't changed them. Oh, and from the BBB welcome only electric cars in 2030. Which 90% can afford.",1462718566692794371,2021-11-22 09:44:16+00:00,0,Brian113843641,
2573,"Va now feels hostile to minorities. Not a single person behind me in the voting lines spoke kindly re: @VP i.e. people like us shouldn't exist. 

I've been hit by a Mach truck before but this was worse. #EndViolence #EndViolenceAgainstWomen #BBB",1462718334156394498,2021-11-22 09:43:21+00:00,0,MichiWils,DC
2574,What's likely to change as the Senate weighs the Build Back Better Act. https://t.co/jtyCpYSYpI,1462718250752557063,2021-11-22 09:43:01+00:00,9,NBCPolitics,
2575,"The founder of Indivisible on what Democrats got wrong in selling the Affordable Care Act, and how Build Back Better should be different. https://t.co/M6qE8J3gEg",1462718098478452741,2021-11-22 09:42:25+00:00,10,Slate,
2576,Democrats’ massive spending bill includes major immigration measure https://t.co/N9ZIqdeplK via @JustTheNews,1462718015695474688,2021-11-22 09:42:05+00:00,0,shrstraker,"Florida, USA"
2577,Now Playing Evangel &amp; The Ministers Of Reconciliation - The Truth,1462717978051596289,2021-11-22 09:41:56+00:00,0,GODRadio1,"San Diego, CA"
2578,"So, @ddayen, it would be useful to have a nice concise tweet telling us when exactly all the wonderful things we hear about in the BBB actually kick in... Does anything go into ordinary people's pockets before next November?",1462717961421176840,2021-11-22 09:41:52+00:00,1,Avedon_Says,The far suburbs of DC
2579,"All sin was imputed to Jesus on the cross, which means it is no longer imputed to you.

""God was in Christ reconciling the world to Himself, not imputing their trespasses to them, and has committed to us the word of reconciliation.""
- II Corinthians 5:19",1462717958405468169,2021-11-22 09:41:51+00:00,5,chris_anom,United Kingdom
2580,So glad @SenCapito saw through this #BBB giveaway because @GOP  knows childhood poverty isn't a major issue in WV. Thankful we have her and her compadre @JoeManchinWV to protect us from affordable child care too. https://t.co/h4u2IFVbX6,1462717783695929344,2021-11-22 09:41:10+00:00,6,WaltAuvil,"Parkersburg, West Virginia"
2581,"The way @twitter spaces are run in the Subcontinent, I don’t think there is any room for reconciliation, understanding or coexistence. These have become more fatal than the nuclear bombs. So much venom against each other?",1462717643098632199,2021-11-22 09:40:36+00:00,32,nayeema1,Uk london 
2582,AOC: if social-spending bill doesn't pass trust broken among Democrats - Business Insider: * AOC: if social-spending bill doesn't pass trust broken among Democrats  Business Insider * A.O.C. on Why Democrats’ ‘Talking Points Are Not Enough’  The New York… https://t.co/a4yUtxNtTo,1462717512903057408,2021-11-22 09:40:05+00:00,0,AustintTexas,
2583,"@PramilaJayapal i'm a single, autistic and poor and your garbage BBB act does zero for me.",1462717472704921607,2021-11-22 09:39:56+00:00,1,zia_kat,"New Mexico, USA"
2584,"Paid leave, immigration: What's likely to change as Senate weighs Build Back Better Act - NBC News https://t.co/dCJfb38t4a",1462717380686008326,2021-11-22 09:39:34+00:00,0,SamFish90,USA
2585,"Today the USA bill called “Build Back Better” is passing through the US Congress and then go to POTUS for signature. Many leaders throughout  the world, including Trudeau, have used that phrase “Build Back Better”. Find out where that comes from &amp; why https://t.co/SAU7w2WRsR",1462717284053438467,2021-11-22 09:39:11+00:00,8,MarcScottEmery,"London, Ontario"
2586,"""Economic prosperity is the key element underpinning quality of life for a city’s inhabitants""  Read this article about how to build back better by supporting economic diversification by @AndrewWear #opinion   https://t.co/vyqFTPHnwR",1462717238306172935,2021-11-22 09:39:00+00:00,1,apoliticalco,
2587,"#ValenzuelaCity Traffic Advisory
November 22, 2021
As of 05:30pm
I. MACARTHUR HIGHWAY 
- Tullahan to Jollibee BBB, Marulas, 
Both Lanes (LIGHT)
- BBB Marulas to Fatima EastWest, Marulas, 
Both Lanes (LIGHT).

https://t.co/OwJSzztwun https://t.co/QwMBWYtLpQ",1462717139110957056,2021-11-22 09:38:36+00:00,0,uno_valenzuela,
2588,What's likely to change as the Senate weighs the Build Back Better Act. https://t.co/0q53GSlll5,1462717025323790340,2021-11-22 09:38:09+00:00,39,MSNBC,
2589,"@marceyplay Sheeeyt, Build Back Better BLAH, blab blah blah has NOTHING to do with Biden. He is just a Klaus puppet…. https://t.co/pGdIExGMzH",1462717015345532930,2021-11-22 09:38:07+00:00,2,GodWinsAlways4,
2590,"@BernieSanders Just take a look and The BBB bill. They fighting for hearing aids, but abandoned the dental needs. Which is a much greater need for the people on Medicare. Just because they are up in age, doesn’t mean they have no teeth. Dental must be part of this bill.",1462716855081177093,2021-11-22 09:37:28+00:00,0,ToredWilfred,"Yonkers, NY"
2591,"@POTUS @SpeakerPelosi @Sen_JoeManchin Delaying the BBB hurts Va. I know that's not Manchin's problem but it certainly complicates life for @timkaine and @MarkWarner and the rest of us.

I used to be so proud of Va. Used to ... And the people who preach unity - try being biracial-",1462716805844193280,2021-11-22 09:37:17+00:00,0,MichiWils,DC
2592,"Usa funded terrorists aiding daesh terrorists...

Former IS fighters say they paid way out of Kurdish jail in ‘reconciliation’ scheme

https://t.co/pQg3BRF7tn",1462716765994205184,2021-11-22 09:37:07+00:00,1,MazKaputas,
2593,"I have an idea about 'Build back better infrastructure bill'. The local government receive the paycheck or return bills to infrastructure. The local government may Express the burden of infrastructure bill payments.Once the policy is done, the federal government will return money",1462716597429104646,2021-11-22 09:36:27+00:00,0,MISUNPA70831798,I never have married&no child
2594,"@nypost All the heads of power at this moment in time couldn't give a toss if they are popular they have an agenda ""build back better"" and they intend to see it through",1462716536825819137,2021-11-22 09:36:12+00:00,0,joshycharm01,Ibiza
2595,"@s1guza Does this operate on the hardlink or on the actual file inode?

I wanted to check that quickly, but apparently it's not a preinstalled command on ubuntu. Seems to be a freeBSD command, actually 😅

`chattr +i` applied to aaa.txt seems to also affect bbb.txt that is a hardlink.",1462716450800607239,2021-11-22 09:35:52+00:00,0,LucidBrot,I've also been called retarded
2596,"Let's talk about Social Prescribing in our community 💭

The @BBB_Insights team is hosting a free workshop to share and exchange knowledge on Social Prescribing ✅

14th December, register here 👇
https://t.co/PSvs02lvGY #socialprescribing",1462716239155924995,2021-11-22 09:35:02+00:00,3,Bromley_by_Bow,"Tower Hamlets, East London"
2597,@PocketsRock17 @realZacharyKent They aren't going to let build back better go until we hand them their asses.,1462715985924927491,2021-11-22 09:34:01+00:00,2,bluegraystray,
2598,@POTUS No to the BBB!,1462715898410803204,2021-11-22 09:33:40+00:00,0,wryan1210,
2599,"Sen. Pia Cayetano said that DepEd would provide a copy of the Basic Education Development Plan 2030 that seeks to build back better, learn from experiences and to come up with policy framework. 2/2 @piacayetano",1462715758215979011,2021-11-22 09:33:07+00:00,1,senatePH,"Pasay City, Philippines"
2600,@hana___anah What sucks the most about the Biden/Harris admin being in such bad shape popularity-wise is that they did little to bring it on themselves. The inability of Congress to pass the Build Back Better plan as it was originally written + 2 Dem Senators who voted against it sunk them.,1462715746312589319,2021-11-22 09:33:04+00:00,0,JohnSRous1,"Bakersfield, CA"
2601,"@kenvogel @AOC Wow, after she votes No on the infrastructure bill and her fellow moderates vote Yes on BBB.",1462715715614433283,2021-11-22 09:32:57+00:00,0,acquadime,
2602,"@JINeuroscience #Mortality prediction of #ischemicstroke patients without #thrombectomy by blood total #antioxidant capacity, by Leonardo Lorente, Spain https://t.co/HLcgrIUfsB #BBB #stroke #survivor #TAC #clinical #neurology #epidemiology https://t.co/xnj9MqWmxJ",1462715632038780933,2021-11-22 09:32:37+00:00,0,JINeuroscience,Singapore
2603,@Sen_JoeManchin PLEASE READ AND REALIZE THAT THIS BBB WILL NOT GET PEOPLE RE-ELECTED . https://t.co/ozrU9Ow8LG,1462715611407175683,2021-11-22 09:32:32+00:00,0,Lauren38886064,
2604,"BBB lifts the SALT cap, giving the wealthiest a giant tax break.
BBB lifts the SALT cap, giving the wealthiest a giant tax break.
BBB lifts the SALT cap, giving the wealthiest a giant tax break.
BBB lifts the SALT cap, giving the wealthiest a giant tax break.
BBB lifts the SALT c https://t.co/O4wUHFZLUZ",1462715565370269703,2021-11-22 09:32:21+00:00,2,still_NunyaDB,Paradise
2605,@AmazonHelp CUSTOMER SERVICE SUCKS!!!!! AND STOP FORWARDING MY BBB COMPLAINTS TO THE COMPLETELY INCOMPETENT ANSHWARYEA!!!!! AND DO NOT SEND ME A LINK TO “CUSTOMER SERVICE”!!!! YOU ALL ILLEGALLY LOCKED ME OUT OF THE PRIME ACCOUNT I PAID $120 FOR!!!!!! COMPLETELY UNACCEPTABLE!!!!!!,1462715493983338496,2021-11-22 09:32:04+00:00,2,MBA49348,
2606,@dblereflection @judy2dog @GRK42769 @chipfranklin Listen up!!! This man knows what he saying. Ok get back to work. Your legislation is great BBB is great but you guys are missing g a whole lot. It turns to crap without Election Rights.  legislation Stop patti g yourselves on the back going home fir holiday. It is a new world,1462715300915384320,2021-11-22 09:31:18+00:00,0,FarrerJudy,
2607,Sen. Ron Johnson says Build Back Better bill will hurt middle class https://t.co/lIyRrK4ZY1 via @nypost,1462715288206471172,2021-11-22 09:31:15+00:00,1,Mahfuj_Jaman786,Bangladesh
2608,"Join @FutureScot_News' DigitalScotland 2021 in person on 25th November, the flagship event for #publicsector leaders to collaborate to help Scotland build back better from the pandemic.

With discounts for ScotlandIS members, learn more here: https://t.co/Cda8y4Fqfg

#SISmember",1462715250923520003,2021-11-22 09:31:06+00:00,1,scotlandis,Scotland
2609,Former House Speaker Newt Gingrich on Sunday slammed the House's passing of the $1.75 trillion social spending bill. https://t.co/TS64FR5RRd,1462715215406153728,2021-11-22 09:30:57+00:00,460,newsmax,United States
2610,"The ""Build Back Better"" bill is at the center of President Biden’s agenda, but issues such as state and local taxes divide Democratic senators https://t.co/WwXNbGxm2Z",1462715004709490693,2021-11-22 09:30:07+00:00,29,WSJ,"New York, NY"
2611,"@Goldlarperstein @TopGlobalPro @EdSoc11cer @SpeakerPelosi @POTUS You can't go green if you're using oil, the jobs that will be created building electric pumps and outpost will build back better! And the gas pumps increase are not from shutting down the pipelines!",1462714989853036544,2021-11-22 09:30:04+00:00,0,ChrisGordon1965,"Lanoka Harbor, NJ"
2612,A proposal to create paid family leave may divide Democratic senators and potentially imperil President Joe Biden's $1.75 trillion social-spending bill https://t.co/pb5MjKGv9X https://t.co/JtMc8TBDm3,1462714976620228608,2021-11-22 09:30:01+00:00,24,Reuters,Around the world
2613,"📢 “Local government will deliver if we are entrusted and empowered with the tools to enable us to drive change and ensure we build back better.”

Watch @SCCLeader open #CCNConf21 - arguing that counties can lead the economic recovery. 

⬇️ Read more: https://t.co/iVvrF6pTSo https://t.co/11dbEZfg1l",1462714843081940997,2021-11-22 09:29:29+00:00,2,CCNOffice,Westminster
2614,"@ButyrateBrett Going to a spa, tanning bed, salt grotto, Hammam, Kneipp &amp; swim.
Yes, and IVM has never been a good idea in the first place.
It's mechanism of action stabilizing open states of channels and crossing BBB 🤯",1462714659966963712,2021-11-22 09:28:45+00:00,1,4141245879freun,"Brackenheim, Deutschland"
2615,"@MatteoDettori5 @mr_plantgeek Many big corps behave like this, always finding discrepancies in the reconciliation between their purchase order and either the your invoice or the goods received notice. So it's inbuilt to their advantage. 
Ensuring both PO and invoice/GR wording matches precisely to resolve.",1462714382689972225,2021-11-22 09:27:39+00:00,2,MyKomment,North West (ATM)
2616,If BBB passes all you leftists and Democrats have gone way too far. We cannot afford this bill. Any new taxes should go to paying down our budget deficit. @Athenas_Son_V,1462713920825745412,2021-11-22 09:25:49+00:00,4,velociraptor_ro,jungles of pangaea
2617,VERY VERY IMPORTANT. WE MUST PASS BUILD BACK BETTER ACT. DIABETICS NEED FAIR MEDICINE PRICES. ALL OF US DO. https://t.co/iua1QlT2Ab,1462713551613689857,2021-11-22 09:24:21+00:00,0,dawnslight2,
2618,@WHOPradio @RepJamesComer BBB is theft of tax funds. Period. All orchestrated by the socialist Marxists who have zero roots or loyalty to their citizenry.,1462713465076948998,2021-11-22 09:24:00+00:00,0,wallacekat3,
2619,"@AbiyAhmedAli Medemer (synergy) ; convergence &amp; teamwork for a common destiny. At its core Medemer is a covenant of peace that seeks unity in our common humanity by practicing the values of love, forgiveness, reconciliation &amp; inclusion. 🇪🇹

#EthiopiaPrevails #EyezOnEthiopia #NoMore",1462713394235162628,2021-11-22 09:23:43+00:00,2,xurafel,In your mind at the moment
2620,Equally a miss is an Official Statement from #India on d occasion of 15 yrs of the Comprehensive Peace Agreement in Nepal. India played a key role towards reconciliation &amp; end of conflict.India continued to support peace &amp; stability initiatives ever since. @MEAIndia @IndiaInNepal https://t.co/dphIW2qRRn,1462713369362788355,2021-11-22 09:23:37+00:00,5,NavitaSrikant,#SouthAsia
2621,@JudicialWatch And as an all part of Democratic plan to tear down America build back better is a lie that should be scrubbed out because it's just lie on lie,1462713364786806787,2021-11-22 09:23:36+00:00,0,LastWizard18,
2622,BUILD BACK BROKE (BBB) https://t.co/FvvnWedhiT,1462713319123468295,2021-11-22 09:23:25+00:00,1,velociraptor_ro,jungles of pangaea
2623,[@everycrsreport] New at https://t.co/r0DGCz6cIR : Funding for Agriculture and Forestry in the Build Back Better Act,1462713193722261504,2021-11-22 09:22:55+00:00,0,openataglance,
2624,New at https://t.co/GAdbHsbv0p : Funding for Agriculture and Forestry in the Build Back Better Act,1462712953053097987,2021-11-22 09:21:58+00:00,0,EveryCRSReport,"Washington, DC"
2625,"Peace, reconciliation and forgiveness.

The polarisation problem.

The psychology of intergroup inequality

These are just a few of the topics we have addressed at our events. If you missed them live, you can catch-up through our podcasts &amp; videos page.

 https://t.co/ceZ2Z9IbC2",1462712708583800836,2021-11-22 09:21:00+00:00,6,LSE_PBS,London
2626,"@EurekaForbes @aajtak @ZeeNews Please do take this RO away.  He should keep his money for you, at least you will be well.",1462712653688676357,2021-11-22 09:20:47+00:00,0,bharat_bbb,"Sonipat, Haryana"
2627,"ISIS members freely strolling around Raqqa (and many European capitals).

https://t.co/8tG0YxJcfp",1462712470045220866,2021-11-22 09:20:03+00:00,9,normcos,
2628,"HUGE #AIRDROP IS COMING. 100 BBB Coins if you register before Nov. 30.
    Bonus 1: All registered members will get 100 BBB coins.
    Bonus 2: Every node blocked, will get 1 BBB Coin 
    Bonus 3: 1 BBB Coin per referral

Airdrop will end on Nov. 30, 2021 https://t.co/Au32bdEJLp https://t.co/Eq54RC56iQ",1462712465809100800,2021-11-22 09:20:02+00:00,1,bitethfinder,
2629,"And also to be a grouch about it, this is something that has been missed for decades by pundits who simply have no idea how public transport franchising (PUVs and tricycles) works, and so they contributed to the popular misunderstanding of the BBB myth.",1462712354433474561,2021-11-22 09:19:35+00:00,23,goodkidbikecity,House 230
2630,"Thinking about ""the one that got away"" lately &amp; this person has been out of my life for like 10yrs now lmao like sis please!! 

There is no hope in reconciliation but, it's good to know that they're happy &amp; successful!!",1462712344941928454,2021-11-22 09:19:33+00:00,1,Cremesteeg4,"Houston, Texas"
2631,"AOC says it will be 'difficult' for Democratic leaders 'to get votes on anything moving forward' if the Build Back Better Act doesn't pass soon https://t.co/reX9WtW9t8 via @Yahoo Please, somebody buy the Barmaid a Beer and ask her to quit spouting her BS for just one day,PLEASE!",1462712210346569730,2021-11-22 09:19:01+00:00,0,bartz_jeff,
2632,"@halilibrahiminf The most attractive and hansome face in New drama bbb
HalilİbrahimCeyhan #HalilİbrahimCeyhan",1462712166436515840,2021-11-22 09:18:51+00:00,0,kawthar_soso,Libya
2633,some one missed call to my number from a US#. wth? eh? ano meron?,1462711988056854529,2021-11-22 09:18:08+00:00,1,annalee_bbb,Abu Dhabi
2634,"The path to racial reconciliation &amp; greater justice/opportunity does not lie thru coercively foisting Woke revisionist history &amp; consciousness-raising onto the public.

That dogma is in fact a great way to produce neurosis in kids &amp; a whole new generation of cross-difference ...",1462711931781844992,2021-11-22 09:17:55+00:00,2,PNWSelina,"Portland, OR"
2635,"SDF released ISIS members from prison with fines and bribery. Abu Jafar paid the SDF a total of $30,000 and Abu Mohammed $22,000, 8,000 of which was in fine. Some released ISIS members still roam the streets of Raqqa. @HussamHamoud &amp; @mck_beth report https://t.co/gTbwVQM25p",1462711846893461505,2021-11-22 09:17:34+00:00,23,leventkemaI,
2636,"“Kurdish-led forces in charge of jails in north-east Syria housing about 10,000 men with alleged links to#ISIS  are releasing prisoners in exchange for money under a “reconciliation” scheme”

https://t.co/A8UJPOTAXc",1462711731822776322,2021-11-22 09:17:07+00:00,4,MahmoodHosain89,"Dier Alzour , Qatar "
